marketplace,normalized_condition,location,listings_count,avg_price_usd,avg_seller_rating,total_sold_count,total_sales_volume_usd
Facebook Marketplace,Fair,"Sao Paulo, Brazil",203,386.1046305418719,4.198029556650247,14720,5683460.16
Facebook Marketplace,Fair,"Sydney, Australia",209,370.4198086124402,4.309282296650718,16246,6017840.21
Facebook Marketplace,Fair,"Tokyo, Japan",214,386.9559813084112,4.243411214953271,15941,6168465.3
Facebook Marketplace,Fair,"Toronto, Canada",201,397.5850746268657,4.286019900497513,14439,5740730.89
Facebook Marketplace,Good,"Berlin, Germany",213,523.8171830985915,4.236150234741784,16483,8634078.63
Facebook Marketplace,Good,"London, UK",203,528.1005418719212,4.284827586206897,14552,7684919.09
Facebook Marketplace,Good,"Mumbai, India",223,472.56497757847535,4.24103139013453,16332,7717931.21
Facebook Marketplace,Good,"New York, USA",216,506.1716203703704,4.232916666666666,17212,8712225.93
Facebook Marketplace,Good,"Paris, France",200,541.2554,4.2721,14976,8105840.87
Facebook Marketplace,Good,"San Francisco, USA",196,469.9759693877551,4.259591836734693,14843,6975853.31
Facebook Marketplace,Good,"Sao Paulo, Brazil",208,571.2088942307693,4.250384615384616,15576,8897149.74
Facebook Marketplace,Good,"Sydney, Australia",203,528.727487684729,4.3098522167487685,14664,7753259.88
Facebook Marketplace,Good,"Tokyo, Japan",203,492.6744827586207,4.232610837438424,15811,7789676.25
Facebook Marketplace,Good,"Toronto, Canada",203,543.610197044335,4.226600985221675,15360,8349852.63
Facebook Marketplace,Like New,"Berlin, Germany",214,662.9734579439253,4.264252336448599,15736,10432550.33
Facebook Marketplace,Like New,"London, UK",217,703.7114285714285,4.282903225806452,16633,11704832.19
Facebook Marketplace,Like New,"Mumbai, India",221,615.4631221719458,4.221085972850679,16066,9888030.52
Facebook Marketplace,Like New,"New York, USA",215,685.8412093023255,4.298186046511628,15107,10361003.15
Facebook Marketplace,Like New,"Paris, France",206,698.1140291262135,4.188398058252427,17343,12107391.61
Facebook Marketplace,Like New,"San Francisco, USA",197,653.1737055837564,4.222893401015228,14170,9255471.41
Facebook Marketplace,Like New,"Sao Paulo, Brazil",205,647.0165853658536,4.224878048780488,15585,10083753.48
Facebook Marketplace,Like New,"Sydney, Australia",175,685.6406285714286,4.162057142857143,13684,9382306.36
Facebook Marketplace,Like New,"Tokyo, Japan",247,633.643927125506,4.297165991902834,17766,11257318.01
Facebook Marketplace,Like New,"Toronto, Canada",210,658.7909999999999,4.285190476190476,16034,10563054.89
Facebook Marketplace,Refurbished,"Berlin, Germany",201,602.9200497512437,4.270049751243781,14684,8853278.01
Facebook Marketplace,Refurbished,"London, UK",189,592.7049735449735,4.211693121693122,13939,8261714.63
Facebook Marketplace,Refurbished,"Mumbai, India",204,523.8592156862745,4.2666176470588235,14513,7602768.8
Facebook Marketplace,Refurbished,"New York, USA",205,594.7659512195122,4.274,16423,9767841.22
Facebook Marketplace,Refurbished,"Paris, France",190,622.4387368421053,4.253052631578948,14183,8828048.6
Facebook Marketplace,Refurbished,"San Francisco, USA",217,625.7560368663594,4.252949308755761,17268,10805555.24
Facebook Marketplace,Refurbished,"Sao Paulo, Brazil",191,595.7183769633507,4.279371727748691,14209,8464562.42
Facebook Marketplace,Refurbished,"Sydney, Australia",240,576.8782083333333,4.283916666666667,17774,10253433.27
Facebook Marketplace,Refurbished,"Tokyo, Japan",225,609.0960444444444,4.218177777777778,16437,10011711.68
Facebook Marketplace,Refurbished,"Toronto, Canada",218,603.9083944954128,4.2738532110091745,17479,10555714.83
Facebook Marketplace,Salvage,"Berlin, Germany",204,179.00838235294117,4.22656862745098,15189,2718958.32
Facebook Marketplace,Salvage,"London, UK",193,174.22823834196893,4.264507772020725,15350,2674403.46
Facebook Marketplace,Salvage,"Mumbai, India",222,186.50364864864864,4.234684684684685,16003,2984617.89
Facebook Marketplace,Salvage,"New York, USA",204,176.07906862745097,4.3020588235294115,15272,2689079.54
Facebook Marketplace,Salvage,"Paris, France",185,178.24627027027026,4.235621621621622,13948,2486178.98
Facebook Marketplace,Salvage,"San Francisco, USA",197,202.4966497461929,4.2459898477157365,15179,3073696.65
Facebook Marketplace,Salvage,"Sao Paulo, Brazil",195,177.33133333333333,4.234615384615385,16512,2928094.98
Facebook Marketplace,Salvage,"Sydney, Australia",216,183.95305555555555,4.253009259259259,16147,2970289.99
Facebook Marketplace,Salvage,"Tokyo, Japan",212,197.52424528301887,4.269150943396226,16059,3172041.86
Facebook Marketplace,Salvage,"Toronto, Canada",210,195.5322857142857,4.237380952380953,15289,2989493.12
OLX,Excellent,"Berlin, Germany",198,641.9760606060606,3.4556060606060606,15269,9802332.47
OLX,Excellent,"London, UK",219,695.6253881278539,3.431872146118722,15716,10932448.6
OLX,Excellent,"Mumbai, India",217,690.5191705069125,3.3829493087557605,16225,11203673.54
OLX,Excellent,"New York, USA",180,708.979,3.3671111111111114,14349,10173139.67
OLX,Excellent,"Paris, France",229,647.0842794759825,3.503886462882096,16528,10695008.97
OLX,Excellent,"San Francisco, USA",206,657.5214563106797,3.20368932038835,14829,9750385.68
OLX,Excellent,"Sao Paulo, Brazil",210,663.677380952381,3.2895238095238093,15964,10594945.71
OLX,Excellent,"Sydney, Australia",236,699.152754237288,3.3517796610169492,17210,12032418.9
OLX,Excellent,"Tokyo, Japan",236,665.398813559322,3.4304237288135595,17283,11500087.69
OLX,Excellent,"Toronto, Canada",213,646.755117370892,3.358356807511737,15777,10203855.49
OLX,Fair,"Berlin, Germany",225,381.0667555555556,3.45,17993,6856534.13
OLX,Fair,"London, UK",231,389.7206060606061,3.3995670995670992,17524,6829463.9
OLX,Fair,"Mumbai, India",195,379.4832307692308,3.4595384615384615,14687,5573470.21
OLX,Fair,"New York, USA",187,390.4610160427808,3.4888235294117647,14495,5659732.43
OLX,Fair,"Paris, France",193,372.6733160621761,3.4549222797927457,13433,5006120.65
OLX,Fair,"San Francisco, USA",205,366.73190243902434,3.466146341463415,15520,5691679.13
OLX,Fair,"Sao Paulo, Brazil",203,338.8291133004926,3.415024630541872,15264,5171887.59
OLX,Fair,"Sydney, Australia",216,397.03129629629626,3.4659722222222222,16629,6602233.43
OLX,Fair,"Tokyo, Japan",221,391.18221719457017,3.425972850678733,16902,6611761.84
OLX,Fair,"Toronto, Canada",234,368.7633760683761,3.369017094017094,17794,6561775.51
OLX,Good,"Berlin, Germany",199,460.21,3.47035175879397,14613,6725048.73
OLX,Good,"London, UK",200,502.7295,3.33555,15636,7860678.46
OLX,Good,"Mumbai, India",171,514.5153801169591,3.3698830409356724,12641,6503988.92
OLX,Good,"New York, USA",215,532.9147906976744,3.3236744186046514,16680,8889018.71
OLX,Good,"Paris, France",197,505.86761421319795,3.3853299492385784,15406,7793396.46
OLX,Good,"San Francisco, USA",195,483.13835897435894,3.3152307692307694,14980,7237412.62
OLX,Good,"Sao Paulo, Brazil",163,520.3773619631902,3.430245398773006,12165,6330390.61
OLX,Good,"Sydney, Australia",205,507.15785365853657,3.456243902439024,15945,8086631.98
OLX,Good,"Tokyo, Japan",215,510.8375813953488,3.4011162790697673,16196,8273525.47
OLX,Good,"Toronto, Canada",224,511.8594642857143,3.4417410714285714,17559,8987740.33
OLX,Like New,"Berlin, Germany",207,689.4874396135266,3.4984057971014493,15266,10525715.25
OLX,Like New,"London, UK",205,604.3729268292683,3.404048780487805,15149,9155645.47
OLX,Like New,"Mumbai, India",220,709.9676818181819,3.380590909090909,16987,12060221.01
OLX,Like New,"New York, USA",229,688.7896506550218,3.434192139737991,17285,11905729.11
OLX,Like New,"Paris, France",193,692.4963730569948,3.466839378238342,13812,9564759.9
OLX,Like New,"San Francisco, USA",216,680.6152777777778,3.393888888888889,16662,11340411.76
OLX,Like New,"Sao Paulo, Brazil",223,637.6939461883408,3.383094170403587,16074,10250292.49
OLX,Like New,"Sydney, Australia",193,673.500207253886,3.3912435233160623,14505,9769120.51
OLX,Like New,"Tokyo, Japan",214,632.0127570093458,3.374485981308411,15625,9875199.33
OLX,Like New,"Toronto, Canada",201,684.3672139303483,3.413930348258707,15064,10309307.71
OLX,Refurbished,"Berlin, Germany",207,593.6986956521739,3.474734299516908,15046,8932790.57
OLX,Refurbished,"London, UK",214,549.8569158878505,3.3095794392523366,15123,8315486.14
OLX,Refurbished,"Mumbai, India",200,593.39405,3.4171500000000004,15357,9112752.43
OLX,Refurbished,"New York, USA",233,544.9847639484979,3.4269957081545064,17089,9313244.63
OLX,Refurbished,"Paris, France",226,579.9463716814159,3.4578761061946905,17413,10098606.17
OLX,Refurbished,"San Francisco, USA",203,590.7147783251232,3.438669950738916,15408,9101733.3
OLX,Refurbished,"Sao Paulo, Brazil",193,553.7019689119171,3.4491191709844555,14121,7818825.5
OLX,Refurbished,"Sydney, Australia",223,583.5609865470852,3.4964573991031394,16838,9825999.89
OLX,Refurbished,"Tokyo, Japan",190,595.9776315789474,3.511526315789473,12889,7681555.69
OLX,Refurbished,"Toronto, Canada",203,586.7210344827586,3.4975862068965515,15025,8815483.54
OLX,Salvage,"Berlin, Germany",196,182.93576530612248,3.396938775510204,14354,2625859.98
OLX,Salvage,"London, UK",205,183.68726829268292,3.438682926829268,15497,2846601.6
OLX,Salvage,"Mumbai, India",220,171.50359090909092,3.4049545454545456,16525,2834096.84
OLX,Salvage,"New York, USA",225,200.33506666666668,3.42,17011,3407899.82
OLX,Salvage,"Paris, France",208,187.33725961538462,3.385625,16073,3011071.77
OLX,Salvage,"San Francisco, USA",205,185.37268292682927,3.4542439024390243,16050,2975231.56
OLX,Salvage,"Sao Paulo, Brazil",227,197.63035242290746,3.421718061674009,16287,3218805.55
OLX,Salvage,"Sydney, Australia",196,195.02331632653062,3.454540816326531,14325,2793709.01
OLX,Salvage,"Tokyo, Japan",211,186.44744075829385,3.487725118483412,15861,2957242.86
OLX,Salvage,"Toronto, Canada",233,196.0570815450644,3.4483690987124467,17617,3453937.61
eBay,Excellent,"Berlin, Germany",214,683.5662149532711,4.261635514018692,15250,10424384.78
eBay,Excellent,"London, UK",201,680.0997014925374,4.2269651741293535,15369,10452452.31
eBay,Excellent,"Mumbai, India",189,613.0620105820105,4.266455026455026,13921,8534436.25
eBay,Excellent,"New York, USA",196,633.8759183673469,4.291479591836735,15254,9669143.26
eBay,Excellent,"Paris, France",206,703.2170873786408,4.236504854368932,15219,10702260.85
eBay,Excellent,"San Francisco, USA",201,636.7087562189055,4.246766169154229,14374,9152051.66
eBay,Excellent,"Sao Paulo, Brazil",172,679.509476744186,4.2383139534883725,13663,9284137.98
eBay,Excellent,"Sydney, Australia",194,713.865824742268,4.205103092783505,15500,11064920.28
eBay,Excellent,"Tokyo, Japan",223,700.0196860986548,4.242600896860987,17565,12295845.79
eBay,Excellent,"Toronto, Canada",209,607.0068899521531,4.275789473684211,15947,9679938.87
eBay,Fair,"Berlin, Germany",224,373.15651785714283,4.259776785714286,16919,6313435.13
eBay,Fair,"London, UK",216,389.9725925925926,4.236388888888889,16489,6430258.08
eBay,Fair,"Mumbai, India",204,393.05058823529413,4.266225490196078,15599,6131196.13
eBay,Fair,"New York, USA",222,386.19364864864866,4.233918918918919,17705,6837558.55
eBay,Fair,"Paris, France",210,383.4457619047619,4.294142857142857,16708,6406611.79
eBay,Fair,"San Francisco, USA",215,381.5039069767442,4.218790697674418,15682,5982744.27
eBay,Fair,"Sao Paulo, Brazil",211,367.37061611374406,4.165687203791469,15310,5624444.13
eBay,Fair,"Sydney, Australia",207,368.50816425120775,4.234589371980676,14566,5367689.92
eBay,Fair,"Tokyo, Japan",194,364.9521134020619,4.3457216494845365,14022,5117358.53
eBay,Fair,"Toronto, Canada",224,398.6925446428572,4.277053571428572,16618,6625472.71
eBay,Good,"Berlin, Germany",182,539.607032967033,4.269065934065934,14917,8049318.11
eBay,Good,"London, UK",201,552.219751243781,4.234129353233831,14722,8129779.18
eBay,Good,"Mumbai, India",241,533.2260580912863,4.2352697095435685,18008,9602334.85
eBay,Good,"New York, USA",205,518.7885365853658,4.26809756097561,16104,8354570.59
eBay,Good,"Paris, France",237,527.7037130801688,4.2135864978902955,16486,8699723.41
eBay,Good,"San Francisco, USA",196,539.2155612244898,4.238724489795918,13862,7474606.11
eBay,Good,"Sao Paulo, Brazil",173,492.9727167630058,4.254219653179191,13713,6760134.86
eBay,Good,"Sydney, Australia",220,509.75422727272723,4.161227272727273,16349,8333971.86
eBay,Good,"Tokyo, Japan",203,517.0802463054187,4.265221674876847,14352,7421135.69
eBay,Good,"Toronto, Canada",226,483.57172566371685,4.259867256637168,16506,7981834.9
eBay,Like New,"Berlin, Germany",197,615.5750761421319,4.206446700507614,12876,7926144.68
eBay,Like New,"London, UK",191,630.6391623036649,4.202303664921466,15337,9672112.83
eBay,Like New,"Mumbai, India",193,706.7968393782384,4.293108808290156,14330,10128398.71
eBay,Like New,"New York, USA",225,685.8204444444444,4.279733333333334,16574,11366788.05
eBay,Like New,"Paris, France",201,661.8776119402985,4.265124378109452,15105,9997661.33
eBay,Like New,"San Francisco, USA",197,657.4941624365482,4.259746192893401,14850,9763788.31
eBay,Like New,"Sao Paulo, Brazil",186,681.4324731182796,4.244462365591398,14959,10193548.37
eBay,Like New,"Sydney, Australia",224,661.0735714285714,4.222008928571428,16767,11084220.57
eBay,Like New,"Tokyo, Japan",199,663.5213567839196,4.249296482412061,13970,9269393.35
eBay,Like New,"Toronto, Canada",204,694.361568627451,4.207156862745098,15739,10928556.73
eBay,Refurbished,"Berlin, Germany",234,554.2318376068376,4.258247863247863,18105,10034367.42
eBay,Refurbished,"London, UK",214,610.1053738317758,4.235981308411215,16632,10147272.58
eBay,Refurbished,"Mumbai, India",199,597.9406532663317,4.202763819095478,14712,8796902.89
eBay,Refurbished,"New York, USA",206,631.6933980582525,4.262233009708738,15997,10105199.29
eBay,Refurbished,"Paris, France",226,597.292389380531,4.223230088495575,16817,10044666.11
eBay,Refurbished,"San Francisco, USA",223,606.7651569506727,4.226457399103139,17107,10379931.54
eBay,Refurbished,"Sao Paulo, Brazil",217,548.2062211981566,4.229124423963134,17103,9375971.0
eBay,Refurbished,"Sydney, Australia",220,570.8497727272727,4.2385,16920,9658778.15
eBay,Refurbished,"Tokyo, Japan",211,600.3261611374407,4.25218009478673,16019,9616624.78
eBay,Refurbished,"Toronto, Canada",221,599.8470588235294,4.228868778280543,16567,9937666.22
eBay,Salvage,"Berlin, Germany",271,186.77745387453876,4.27590405904059,20799,3884784.26
eBay,Salvage,"London, UK",205,189.12536585365854,4.251951219512195,15514,2934090.93
eBay,Salvage,"Mumbai, India",205,199.14219512195123,4.287219512195122,15278,3042494.46
eBay,Salvage,"New York, USA",216,180.53462962962965,4.304861111111111,15874,2865806.71
eBay,Salvage,"Paris, France",196,194.11117346938775,4.3251020408163265,13416,2604195.5
eBay,Salvage,"San Francisco, USA",195,197.02092307692308,4.258974358974359,14476,2852074.88
eBay,Salvage,"Sao Paulo, Brazil",205,190.96873170731706,4.231414634146342,15343,2930033.25
eBay,Salvage,"Sydney, Australia",216,197.46416666666667,4.190740740740741,16920,3341093.7
eBay,Salvage,"Tokyo, Japan",202,204.53148514851486,4.215940594059406,14866,3040565.06
eBay,Salvage,"Toronto, Canada",198,180.4437878787879,4.243131313131313,14356,2590451.02
